Using cuda device
Find 9524 files.
Reading 9524 files...
Read 989 sequences.
VQVAE(
  (egru): GRU(89, 96)
  (gru): GRU(96, 96)
  (relu): LeakyReLU(negative_slope=0.01)
  (dgru): GRU(96, 96)
  (linear): Linear(in_features=96, out_features=96, bias=True)
  (vq_layer): VectorQuantizer()
)
Start trainning...
Epoch 1
-----------------
vq_loss:  tensor(0., device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0960, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4630e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0709, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(9.2336e-07, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0710, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1976e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0768, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5277e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0736, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.0607e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0738, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1299e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0707, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.0198e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0721, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5057e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0711, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5647e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0728, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5821e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0749, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3260e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0721, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3005e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0710, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2518e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0725, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1314e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0698, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1799e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0734, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3043e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0726, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4357e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0698, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3047e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0734, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1022e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0687, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1430e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0722, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3892e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0694, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4936e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0697, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5932e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0713, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2137e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0673, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(9.3939e-07, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0707, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5124e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0680, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2997e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0734, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(8.9784e-07, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0696, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2028e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0750, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3767e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0727, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3515e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0700, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2767e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0681, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7083e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0687, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5455e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0683, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9356e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0688, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4255e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0721, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5844e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0701, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5380e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0720, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4331e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0685, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7505e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0719, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5299e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0676, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7729e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0686, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4284e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0705, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4659e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0696, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.0971e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0696, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3580e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0701, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4312e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0683, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7338e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0707, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3743e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0713, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.1970e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0692, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5383e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0678, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5404e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0697, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6094e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0670, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3883e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0719, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6438e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0665, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3350e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0668, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4400e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0666, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6455e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0659, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6521e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0655, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4655e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0701, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2504e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0664, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2792e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0646, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8282e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0633, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7480e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0655, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6079e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0660, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4922e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0652, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7018e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0699, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4178e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0668, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3361e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0671, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6276e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0665, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4215e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0666, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9398e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0645, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4329e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0641, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3157e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0658, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3203e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0704, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5838e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0661, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0624e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0655, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4823e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0660, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3416e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0677, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9888e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0638, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7622e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0666, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8702e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0647, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8043e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0658, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5946e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0642, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9639e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0659, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8036e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0671, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5566e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0648, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7569e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0659, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7548e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0652, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7555e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0624, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8016e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0630, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.2512e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0705, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7416e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0631, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7049e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0644, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6448e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0633, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4350e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0664, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5719e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0664, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6675e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0641, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5252e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0619, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8478e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0651, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9419e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0624, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7429e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0663, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6832e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0624, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4262e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0656, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8693e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0614, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6575e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0648, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5399e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0632, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8942e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0640, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.2314e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0614, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8987e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0671, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8463e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0600, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8250e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0631, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8983e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0610, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.4492e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0618, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8188e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0630, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8369e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0618, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0467e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0663, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9035e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0620, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9106e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0610, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.3845e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0614, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9540e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0615, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0057e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0623, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9264e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0632, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9476e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0619, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0686e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0611, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.5613e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0607, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8101e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0613, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9967e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0633, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7579e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0608, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0526e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0608, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.2771e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0603, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9230e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0615, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9669e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0620, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9167e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0601, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.2438e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0595, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8984e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0628, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.6417e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0565, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8957e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0583, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8914e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0595, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9690e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0615, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7849e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0619, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.8882e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0625, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.1150e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0621, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.3449e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0583, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9500e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0677, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9522e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0625, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9201e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0588, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.0196e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0579, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9385e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0584, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.1478e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0610, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9907e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0601, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9553e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0595, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.1448e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0585, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.6295e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0600, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9757e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0606, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.7016e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0588, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9262e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0574, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(1.9614e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0591, device='cuda:0', grad_fn=<MeanBackward0>)
vq_loss:  tensor(2.1214e-06, device='cuda:0', grad_fn=<MulBackward0>)  recon_loss:  tensor(0.0597, device='cuda:0', grad_fn=<MeanBackward0>)
